componente,ambito,concepto,porcentaje,pais,declarado,programado
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad,95,ar,0,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad,95,bo,0,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad,95,br,1,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad,95,cl,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad,95,co,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad,95,cr,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad,95,cu,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad,95,ec,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad,95,gt,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad,95,hn,0,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad,95,mx,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad,95,ni,0,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad,95,pa,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad,95,py,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad,95,pe,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad,95,do,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad,95,sv,0,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad,95,uy,0,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad,95,ve,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53,ar,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53,bo,1,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53,br,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53,cl,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53,co,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53,cr,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53,cu,1,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53,ec,1,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53,gt,1,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53,hn,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53,mx,1,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53,ni,0,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53,pa,0,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53,py,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53,pe,1,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53,do,0,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53,sv,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53,uy,0,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53,ve,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5,ar,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5,bo,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5,br,0,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5,cl,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5,co,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5,cr,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5,cu,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5,ec,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5,gt,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5,hn,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5,mx,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5,ni,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5,pa,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5,py,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5,pe,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5,do,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5,sv,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5,uy,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5,ve,0,0
Educación para el desarrollo sostenible,Habilidades,Comprensión de sistemas complejos,42,ar,0,1
Educación para el desarrollo sostenible,Habilidades,Comprensión de sistemas complejos,42,bo,0,0
Educación para el desarrollo sostenible,Habilidades,Comprensión de sistemas complejos,42,br,1,1
Educación para el desarrollo sostenible,Habilidades,Comprensión de sistemas complejos,42,cl,0,0
Educación para el desarrollo sostenible,Habilidades,Comprensión de sistemas complejos,42,co,1,0
Educación para el desarrollo sostenible,Habilidades,Comprensión de sistemas complejos,42,cr,0,0
Educación para el desarrollo sostenible,Habilidades,Comprensión de sistemas complejos,42,cu,1,0
Educación para el desarrollo sostenible,Habilidades,Comprensión de sistemas complejos,42,ec,1,0
Educación para el desarrollo sostenible,Habilidades,Comprensión de sistemas complejos,42,gt,0,0
Educación para el desarrollo sostenible,Habilidades,Comprensión de sistemas complejos,42,hn,1,0
Educación para el desarrollo sostenible,Habilidades,Comprensión de sistemas complejos,42,mx,0,0
Educación para el desarrollo sostenible,Habilidades,Comprensión de sistemas complejos,42,ni,0,0
Educación para el desarrollo sostenible,Habilidades,Comprensión de sistemas complejos,42,pa,0,0
Educación para el desarrollo sostenible,Habilidades,Comprensión de sistemas complejos,42,py,0,0
Educación para el desarrollo sostenible,Habilidades,Comprensión de sistemas complejos,42,pe,0,1
Educación para el desarrollo sostenible,Habilidades,Comprensión de sistemas complejos,42,do,0,0
Educación para el desarrollo sostenible,Habilidades,Comprensión de sistemas complejos,42,sv,0,0
Educación para el desarrollo sostenible,Habilidades,Comprensión de sistemas complejos,42,uy,1,0
Educación para el desarrollo sostenible,Habilidades,Comprensión de sistemas complejos,42,ve,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58,ar,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58,bo,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58,br,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58,cl,0,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58,co,1,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58,cr,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58,cu,0,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58,ec,0,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58,gt,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58,hn,0,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58,mx,0,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58,ni,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58,pa,0,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58,py,0,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58,pe,1,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58,do,0,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58,sv,0,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58,uy,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58,ve,0,0
Educación para el desarrollo sostenible,Acciones,Decisiones participativas,58,ar,0,0
Educación para el desarrollo sostenible,Acciones,Decisiones participativas,58,bo,0,0
Educación para el desarrollo sostenible,Acciones,Decisiones participativas,58,br,1,1
Educación para el desarrollo sostenible,Acciones,Decisiones participativas,58,cl,0,0
Educación para el desarrollo sostenible,Acciones,Decisiones participativas,58,co,1,0
Educación para el desarrollo sostenible,Acciones,Decisiones participativas,58,cr,1,0
Educación para el desarrollo sostenible,Acciones,Decisiones participativas,58,cu,1,1
Educación para el desarrollo sostenible,Acciones,Decisiones participativas,58,ec,0,0
Educación para el desarrollo sostenible,Acciones,Decisiones participativas,58,gt,0,0
Educación para el desarrollo sostenible,Acciones,Decisiones participativas,58,hn,0,0
Educación para el desarrollo sostenible,Acciones,Decisiones participativas,58,mx,0,1
Educación para el desarrollo sostenible,Acciones,Decisiones participativas,58,ni,0,1
Educación para el desarrollo sostenible,Acciones,Decisiones participativas,58,pa,1,0
Educación para el desarrollo sostenible,Acciones,Decisiones participativas,58,py,0,0
Educación para el desarrollo sostenible,Acciones,Decisiones participativas,58,pe,1,0
Educación para el desarrollo sostenible,Acciones,Decisiones participativas,58,do,1,1
Educación para el desarrollo sostenible,Acciones,Decisiones participativas,58,sv,0,0
Educación para el desarrollo sostenible,Acciones,Decisiones participativas,58,uy,1,0
Educación para el desarrollo sostenible,Acciones,Decisiones participativas,58,ve,1,0
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,ar,0,0
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,bo,0,0
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,br,0,0
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,cl,0,0
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,co,1,1
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,cr,1,1
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,cu,0,1
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,ec,1,0
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,gt,1,1
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,hn,1,1
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,mx,1,0
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,ni,0,1
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,pa,1,1
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,py,0,0
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,pe,0,1
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,do,1,1
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,sv,0,0
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,uy,0,1
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,ve,1,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,ar,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,bo,0,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,br,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,cl,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,co,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,cr,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,cu,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,ec,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,gt,0,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,hn,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,mx,1,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,ni,0,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,pa,1,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,py,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,pe,1,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,do,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,sv,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,uy,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,ve,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,ar,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,bo,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,br,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,cl,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,co,1,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,cr,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,cu,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,ec,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,gt,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,hn,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,mx,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,ni,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,pa,1,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,py,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,pe,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,do,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,sv,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,uy,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,ve,0,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,ar,0,1
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,bo,0,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,br,1,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,cl,0,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,co,1,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,cr,1,1
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,cu,1,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,ec,0,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,gt,0,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,hn,0,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,mx,0,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,ni,0,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,pa,0,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,py,1,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,pe,1,1
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,do,0,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,sv,0,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,uy,1,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,ve,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,ar,0,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,bo,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,br,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,cl,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,co,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,cr,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,cu,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,ec,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,gt,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,hn,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,mx,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,ni,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,pa,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,py,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,pe,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,do,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,sv,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,uy,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,ve,1,1
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,ar,0,0
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,bo,0,0
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,br,1,1
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,cl,1,0
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,co,1,0
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,cr,1,1
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,cu,0,1
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,ec,1,0
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,gt,1,0
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,hn,1,1
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,mx,1,0
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,ni,1,1
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,pa,0,1
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,py,1,1
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,pe,1,1
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,do,1,1
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,sv,1,0
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,uy,1,0
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,ve,1,0
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,ar,0,0
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,bo,0,0
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,br,1,1
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,cl,0,0
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,co,0,0
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,cr,0,0
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,cu,1,0
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,ec,0,0
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,gt,0,1
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,hn,0,0
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,mx,0,1
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,ni,0,1
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,pa,0,1
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,py,0,0
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,pe,1,1
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,do,0,1
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,sv,0,1
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,uy,0,0
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,ve,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,ar,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,bo,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,br,0,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,cl,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,co,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,cr,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,cu,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,ec,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,gt,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,hn,0,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,mx,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,ni,0,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,pa,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,py,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,pe,0,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,do,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,sv,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,uy,0,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,ve,0,0
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,ar,0,0
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,bo,0,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,br,0,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,cl,1,0
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,co,0,0
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,cr,1,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,cu,0,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,ec,1,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,gt,1,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,hn,0,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,mx,1,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,ni,1,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,pa,1,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,py,0,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,pe,1,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,do,1,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,sv,0,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,uy,0,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,ve,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,ar,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,bo,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,br,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,cl,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,co,1,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,cr,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,cu,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,ec,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,gt,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,hn,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,mx,0,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,ni,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,pa,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,py,1,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,pe,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,do,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,sv,0,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,uy,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,ve,1,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,ar,0,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,bo,1,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,br,1,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,cl,1,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,co,1,0
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,cr,1,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,cu,1,0
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,ec,1,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,gt,1,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,hn,1,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,mx,1,1
