componente,ambito,concepto,porcentaje,pais,declarado,programado
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58,hn,1,0
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58,mx,1,0
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58,ni,1,0
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58,pa,0,0
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58,py,0,1
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58,pe,1,1
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58,do,1,0
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58,sv,0,0
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58,uy,1,0
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58,ve,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,ar,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,bo,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,br,0,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,cl,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,co,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,cr,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,cu,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,ec,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,gt,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,hn,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,mx,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,ni,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,pa,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,py,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,pe,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,do,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,sv,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,uy,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,ve,0,0
